,IL2,IL18,IL4,IL7,IL27,IFNA2,FLT3LG,CXCL12,CCL4,IL5,LIF,CXCL1,CD40LG,CCL2,IL13,CCL5,IL3,IL10,IL6,CCL24,IL17A,CSF1,CCL13,CCL11,TNF,CXCL13,CSF3,IL12B,IL31,CCL27,IL22,IL20,FASLG,TNFSF10,IL17F,TGFA,CCL7,CCL3,TGFB1,CCL8,IFNB1,CXCL8,IL1B,CXCL9,IL9,CXCL5,CCL1,IL1A,CSF2,HGF,IL23A,CXCL10,IFNG,EGF,IL21
CCL13,0.3575757575757576,0.0,0.00909090909090909,-0.005494505494505495,0.0,-0.6263736263736264,0.0,-0.027972027972027972,-0.7582417582417582,0.0,0.0,-0.6993006993006993,0.0,0.05,-0.4175824175824176,0.6,0.0,-0.7747252747252747,-0.7032967032967034,0.3901098901098901,0.2909090909090909,0.0,1.0,-0.7197802197802198,-0.4945054945054945,-0.01818181818181818,-0.6428571428571429,-0.43956043956043955,0.0,-0.13986013986013987,0.0,0.40476190476190477,0.0,0.0,0.0,0.0,-0.85,-0.8666666666666667,0.0,-0.5769230769230769,0.0,-0.6703296703296703,-0.4405594405594406,0.24545454545454545,0.0,-0.17582417582417584,-0.32967032967032966,-0.554945054945055,-0.5659340659340659,0.0,0.40559440559440557,0.31868131868131866,-0.027472527472527472,-0.15934065934065933,0.0
CCL11,0.29346059303815214,0.23452797202797201,0.5489353390121048,0.3869325786460649,0.3652700943104257,0.4555202976255608,-0.42857142857142855,0.2451553920617925,0.03033394641506431,0.43003009858734753,0.5986443536364514,0.2053764976958068,0.3491247697379756,0.2825439550747139,0.4651078643968945,0.2743667307585255,0.1,0.20387079649779896,-0.019643290352186957,-0.06764705882352941,0.2337926059780835,0.07007264113790465,-0.7197802197802198,1.0,0.1923343364535103,0.34065934065934067,0.43188890180660605,0.31695449134242565,0.06307788683492432,0.6,0.3325934654273329,-0.15,0.17441141247089043,0.19351739099999143,0.29686963833697405,0.18833725823145642,0.3594115292749879,0.097998730386892,0.47365263032451665,0.5852941176470589,0.3330926563035353,0.03186981289287857,0.21102968118415702,0.2808352520557155,-0.03545714872468252,0.14714389026841346,0.65,0.20043118314650338,0.42024056740852217,0.4102124262661799,-0.09774313727231362,0.4900861707217433,0.26729359800215086,0.04946952806743379,0.16653305131669305
TNF,0.3858398226233596,0.4604895104895105,0.33516110886639794,0.2652190143000149,0.49866102889358704,0.6305576776165012,-0.12637362637362637,0.24367388252195776,0.3569067038679114,0.38596715783302105,0.3714752247244755,0.36189380499860496,0.007588654667483062,0.39024686752921234,0.40267403322238604,0.023274608123530435,0.2,0.1289757987377237,0.25555844373901704,0.15294117647058825,0.16954646609320023,0.31378035843348845,-0.4945054945054945,0.1923343364535103,1.0,0.5439560439560439,0.3184881298684424,0.5168811206062813,-0.06813951397599682,0.4593406593406593,0.2906832298136646,0.23333333333333334,0.1981131367249814,0.3486390068685581,0.2309794814774137,0.2696102166286732,0.3881748468564354,0.3657448997505391,0.16147034178324007,0.5558823529411765,0.08335934471178166,0.17355983784915022,0.4794726341828651,0.2760334058309128,-0.07520378814829211,0.16494375140537432,0.6558823529411765,0.3234723813548183,0.18522700923521115,0.2178080455729871,0.06024811518361276,0.2685182090960139,0.5322903346958228,0.3074808999764016,-0.036992145509104825
CXCL13,-0.296969696969697,0.0,-0.2867132867132867,0.4340659340659341,0.0,0.5054945054945055,0.0,-0.45454545454545453,0.4835164835164835,0.0,0.0,0.3181818181818182,0.0,0.4523809523809524,0.6868131868131868,0.46153846153846156,0.0,0.08791208791208792,0.47802197802197804,0.31868131868131866,-0.32727272727272727,0.0,-0.01818181818181818,0.34065934065934067,0.5439560439560439,1.0,0.36813186813186816,0.7087912087912088,0.0,0.16083916083916083,0.0,-0.11666666666666667,0.0,0.0,0.0,0.0,0.5476190476190477,0.8809523809523809,0.0,0.3901098901098901,0.0,0.554945054945055,0.509090909090909,-0.02097902097902098,0.0,0.4725274725274725,0.6043956043956044,0.5934065934065934,0.5659340659340659,0.0,0.3706293706293706,0.5054945054945055,-0.13186813186813187,0.06593406593406594,0.0
CSF3,0.3612001368916529,0.28456959706959706,0.41826443881448655,0.38281960519590336,0.6460283902144367,0.5630700778642936,-0.4,0.3117619529608951,0.10314193576621114,0.5896592441919314,0.5976924396954596,0.523188039277407,0.017764839845902318,0.14767392379348923,0.507014797657844,0.37659697101272954,1.0,-0.019041931094071932,-0.23755593013046036,0.15,0.24111145305680062,0.18585309320665372,-0.6428571428571429,0.43188890180660605,0.3184881298684424,0.36813186813186816,1.0,0.4738656690162269,-0.10532939214868574,0.4945054945054945,0.4944841012329656,-0.23333333333333334,0.39105432788516964,0.18655611719791426,0.4621851146368774,0.23444566519763446,0.4135452121563326,0.11830695043266061,0.41316852431841644,0.5823529411764706,0.2643690386393095,0.06260979186999459,0.15979306927395653,0.20278818441326293,-0.07866095786973798,0.19519998986215267,0.8117647058823529,0.232643896537837,0.5081697779296462,0.3402000524272106,0.046976981752311,0.26141766537191635,0.5443834045318138,0.033785904485932175,0.1531604621078726
IL12B,0.40035830398000516,0.5001365836900799,0.35373476408342996,0.31731903716787474,0.23594911745153485,0.5846774193548387,0.07142857142857142,-0.008532822525036418,0.36758250568660206,0.4600740388022837,0.42655451239659614,0.5485509819756635,0.010777577137807645,0.331177983243232,0.46100051516219004,0.2563037437886265,-1.0,0.053465973681871524,-0.04249895782469061,0.3,0.211830370253224,0.43800146522471484,-0.43956043956043955,0.31695449134242565,0.5168811206062813,0.7087912087912088,0.4738656690162269,1.0,-0.13906935680140797,0.5076923076923077,0.26934845953315373,-0.08333333333333333,0.3854241863237689,0.40465905017863985,0.3270142585894279,0.26102876820752924,0.5004925199928904,0.32245892020178785,0.18916269708822703,0.611764705882353,0.1760521121997121,0.16400659790982425,0.34428823916598156,0.4199005537200066,-0.35895315538838424,0.16762598058248276,0.7647058823529411,0.30903197184229847,0.3650005818427618,0.357209859566562,-0.050254212703163256,0.37764220331356335,0.5623552708573389,0.11908715374010674,0.006575807917771878
IL31,-0.0404982192883221,-0.03649903797035014,-0.1907466988956127,-0.1843601284457386,-0.02131197974350486,0.0,0.0,-0.10263375841597056,-0.08568567660742502,0.1936076418568331,0.10168047802279691,-0.6827874395611592,0.03256942133953779,-0.042000796243244314,0.11724780542106682,-0.19788540097486712,0.0,-0.49047557975422523,0.485482612759118,0.0,-0.3481317452046341,-0.31903338995532937,0.0,0.06307788683492432,-0.06813951397599682,0.0,-0.10532939214868574,-0.13906935680140797,1.0,0.0,-0.20755139314527768,0.0,-0.33824702834825743,-0.05393132809753097,0.1805171714322607,0.2550889590242307,-0.0313650845192934,-0.007706249858525116,-0.24492258231672362,0.0,0.030456424970196464,0.20637214896850975,0.2908456810279388,-0.30115487463739554,0.35983381248521806,0.23470088235813788,0.0,-0.2,0.0655334357675393,0.13040699953542517,0.5531681163320145,-0.24602668217655677,-0.1164143884983308,0.06914796710285792,0.06797600933333744
CCL27,-0.4,0.0,0.29120879120879123,0.45054945054945056,0.0,0.6967032967032967,0.0,0.36363636363636365,0.6747252747252748,0.0,0.0,0.7272727272727273,0.0,0.3333333333333333,0.701098901098901,-0.14285714285714285,0.0,0.34945054945054943,0.6175824175824176,0.2879120879120879,0.1888111888111888,0.0,-0.13986013986013987,0.6,0.4593406593406593,0.16083916083916083,0.4945054945054945,0.5076923076923077,0.0,1.0,0.0,0.4523809523809524,0.0,0.0,0.0,0.0,0.3,0.48333333333333334,0.0,0.35824175824175825,0.0,0.7318681318681318,0.7902097902097902,0.22527472527472528,0.0,0.5868131868131868,0.46813186813186813,0.5604395604395604,0.47692307692307695,0.0,-0.4725274725274725,0.4593406593406593,0.42857142857142855,0.4945054945054945,0.0
IL22,0.38423807307113556,0.40192307692307694,0.32051282051282054,0.14520746650379815,0.4813248766737139,0.0,0.0,0.22788868954460434,0.24878048780487805,0.2867147566384015,0.3079283567805197,0.18318256194111301,0.29439699896240723,0.31011184486773297,0.2675236604468681,0.10449397150164413,0.0,0.6986584107327142,0.17958886010391578,0.0,0.3207892882311487,0.051028006393964535,0.0,0.3325934654273329,0.2906832298136646,0.0,0.4944841012329656,0.26934845953315373,-0.20755139314527768,0.0,1.0,0.0,0.12828665135146036,0.005104934770277935,0.21725391731215693,0.2508565229782885,0.4722222222222222,0.47734487734487735,0.3237772185140606,0.0,0.14044524132886918,-0.09923441154960565,0.5739515902626288,0.270843989769821,-0.03713179019902862,-0.034490947958768864,0.0,0.5,0.2147783251231527,0.21105862739649903,-0.05224752976080025,0.24545346597174808,0.460713568099678,-0.2377084422970502,0.10608996116594664
IL20,0.6666666666666666,0.0,0.35714285714285715,-0.08333333333333333,0.0,-0.23333333333333334,0.0,-0.16666666666666666,-0.18333333333333332,0.0,0.0,-0.6904761904761905,0.0,-0.1,-0.06666666666666667,0.11904761904761904,0.0,-0.03333333333333333,-0.23333333333333334,0.5,0.7380952380952381,0.0,0.40476190476190477,-0.15,0.23333333333333334,-0.11666666666666667,-0.23333333333333334,-0.08333333333333333,0.0,0.4523809523809524,0.0,1.0,0.0,0.0,0.0,0.0,-0.8,-0.8,0.0,-0.5166666666666667,0.0,-0.08333333333333333,-0.38095238095238093,0.2857142857142857,0.0,-0.38333333333333336,0.13333333333333333,-0.13333333333333333,-0.13333333333333333,0.0,-0.18333333333333332,0.25,0.31666666666666665,0.21666666666666667,0.0
FASLG,0.3017169281531921,0.10115957817878521,0.16471627812528486,0.27871393864473265,0.3395003014355874,0.0,0.0,0.06431476002292051,0.19811425919511055,0.44443960673891514,0.2239005363301895,0.5304578240393992,-0.047882596985391004,0.11744276532592607,0.48793935848434744,0.526521962488102,0.0,-0.1245547600846093,-0.23051798531337236,0.0,0.26461053904385,0.4439027610376646,0.0,0.17441141247089043,0.1981131367249814,0.0,0.39105432788516964,0.3854241863237689,-0.33824702834825743,0.0,0.12828665135146036,0.0,1.0,0.2852885871120961,0.2297054263809528,0.10142058202145064,0.3454078814371788,0.14912878085694387,0.138953714318875,0.0,0.1295208029277475,0.12293784417092925,0.09686888564504305,0.19962400920578335,0.5305137740793555,0.24924476430019954,0.0,0.19749317822399462,0.3632792739829922,0.17962074480883705,-0.6006689957124569,0.13020484757604134,0.4368226140598773,-0.1129065123815226,-0.40157698601452424
TNFSF10,0.4666636212958678,0.00853658536585366,0.3180939556749188,0.22993485981767148,0.09090909090909091,0.0,0.0,0.7478324284903979,0.4726426786325218,0.2881012902707889,0.21535675706026708,0.3344315097566982,0.2938370516907571,0.30418717690872027,0.276408820517504,0.1871694996594728,0.0,0.19018366617381643,0.33480584099036614,0.0,0.4090565822232046,0.3142150164597271,0.0,0.19351739099999143,0.3486390068685581,0.0,0.18655611719791426,0.40465905017863985,-0.05393132809753097,0.0,0.005104934770277935,0.0,0.2852885871120961,1.0,0.09701434805238479,0.06569408804856501,0.41963507553491647,0.4802847362498805,0.316809172529812,0.0,0.4228787885060219,0.13789717079446603,0.44739441447204,0.4902214068069587,-0.35359925083496785,0.1953846256038386,0.0,0.505266372296458,0.12156653781460242,0.18573198940191252,0.09545052202050622,0.440314310222184,0.212311094477149,-0.01532258064516129,0.6438933547586666
IL17F,0.18875482446139746,0.17388626955165828,0.2296503450120516,0.16936164147185076,0.7371703687493161,0.0,0.0,0.2896807040110369,0.02727482321370254,0.3834103462167837,0.516358450733334,0.35681614604364315,-0.025108261102987472,0.10563686376883705,0.4050849597200677,0.11392092538054485,0.0,-0.05664667004262207,-0.1773382766522021,0.0,0.022404285179083425,0.21095522618095455,0.0,0.29686963833697405,0.2309794814774137,0.0,0.4621851146368774,0.3270142585894279,0.1805171714322607,0.0,0.21725391731215693,0.0,0.2297054263809528,0.09701434805238479,1.0,0.40785880689865206,0.2372325267623815,0.015198426814182023,0.17118246200359424,0.0,0.31876337575794966,-0.19646496672862077,0.008546730932463952,0.10370964783604855,-0.030968185587971465,0.1610477962940975,0.0,0.023061586814736884,0.34587518904736797,0.2834242882229159,0.28696516349606743,0.17531191367457916,0.47746138122519416,-0.044964409049263514,0.28007774797831064
TGFA,0.08666411514661898,0.37943548387096776,0.2985813109312903,0.18270913578391407,0.15487179487179487,0.3146853146853147,0.2,0.24580698481020827,-0.04314344839606774,0.29568942211020444,0.3785546787794523,0.17215713907343774,-0.09968552105376158,0.09163947011452099,0.2839731841718007,-0.05089684949741626,0.5,0.15424045330096903,0.12856261957028114,0.0,-0.1650252148796198,0.10446021814329197,0.0,0.18833725823145642,0.2696102166286732,0.0,0.23444566519763446,0.26102876820752924,0.2550889590242307,0.0,0.2508565229782885,0.0,0.10142058202145064,0.06569408804856501,0.40785880689865206,1.0,0.18084934013089718,-0.09911266260516371,0.02591236962710793,0.0,0.035689797426882434,-0.1603887229527597,0.12671237535671037,0.08897287830602166,-0.08153659277254782,0.0660446211673556,0.0,0.1737523648820944,0.3304102112662386,0.18769002561121204,0.4305303488606574,0.11212185903079017,0.23632157741978146,-0.1178197278699033,0.46210246734268084
CCL7,0.516717494029223,0.3505079825834543,0.46190831769824003,0.4242892550217874,0.7401612138454243,0.5747008547008547,-0.5428571428571428,0.3923951048951049,0.29654041890841476,0.4862404672074856,0.46971535041896606,0.3690515774716497,0.12614763547029278,0.3701939897140938,0.4616446686634024,0.1526850318843253,0.4,0.22736692199501565,0.10816935231686388,-0.23636363636363636,0.353772631398749,0.37062126882285235,-0.85,0.3594115292749879,0.3881748468564354,0.5476190476190477,0.4135452121563326,0.5004925199928904,-0.0313650845192934,0.3,0.4722222222222222,-0.8,0.3454078814371788,0.41963507553491647,0.2372325267623815,0.18084934013089718,1.0,0.30091354550294036,0.30681893990315523,0.41818181818181815,0.28536106003097167,0.1646223035805878,0.407080675957937,0.31977370717805437,0.2884098382359198,0.20798226760510125,0.6818181818181818,0.3724934255571188,0.3395457031356511,0.3580918281482496,-0.03443564231925995,0.40806511014281915,0.4651149990115605,-0.012879926522512417,0.03766641433471658
CCL3,0.38461959446320715,0.5900452488687783,0.19642994285262752,0.13688549900061575,0.6449612403100775,0.4217914438502674,0.4153846153846154,0.33918970814132104,0.5348335255855806,0.16166145073369007,0.12187480833006004,0.27697510219979943,0.36750999698106146,0.3212763832835069,0.11466862725613743,0.0067444925443050485,0.1,0.1539734271461222,0.3552061880217103,0.22727272727272727,0.3549402381399561,0.18909744158609346,-0.8666666666666667,0.097998730386892,0.3657448997505391,0.8809523809523809,0.11830695043266061,0.32245892020178785,-0.007706249858525116,0.48333333333333334,0.47734487734487735,-0.8,0.14912878085694387,0.4802847362498805,0.015198426814182023,-0.09911266260516371,0.30091354550294036,1.0,0.22775129207500522,0.7181818181818181,0.31660084672974614,0.33784908977289757,0.39456486261901386,0.3383410078869046,0.21433061775425427,0.05899046761143152,0.6727272727272727,0.3196694677182102,-0.01518790145879529,0.06677224587990267,-0.06150965395001707,0.2642272684280601,0.260610898164761,0.13127600766095193,0.06575812476254915
TGFB1,0.40253959487640617,0.2416988416988417,0.5545593462901034,0.48833198659950006,0.7728937728937729,0.0,0.0,0.17518328044643833,0.09330494161861022,0.5014814592396188,0.5379815792146754,0.16920519398949177,0.4334445840212038,0.1486476477985623,0.43558926941040105,0.3099674669434048,0.0,0.21016827222035064,0.028984094698664364,0.0,0.4024568073841679,-0.08667107951098425,0.0,0.47365263032451665,0.16147034178324007,0.0,0.41316852431841644,0.18916269708822703,-0.24492258231672362,0.0,0.3237772185140606,0.0,0.138953714318875,0.316809172529812,0.17118246200359424,0.02591236962710793,0.30681893990315523,0.22775129207500522,1.0,0.0,0.41476514351113164,-0.021337299441380853,0.23125033741567594,0.1521191192477691,-0.27505063143182407,0.19730217707210088,0.0,0.3583993096189967,0.3385725094504322,0.36052477952361983,-0.37652604407117235,0.48749002101317673,0.17870024540668838,-0.23864258347016967,0.04717084495187009
CCL8,-0.7482517482517482,0.0,-0.4725274725274725,0.31176470588235294,0.0,0.6323529411764706,0.0,0.05934065934065934,0.7647058823529411,0.0,0.0,0.6703296703296703,0.0,0.32727272727272727,0.6294117647058823,0.05054945054945055,0.0,0.2323529411764706,0.6617647058823529,0.052941176470588235,-0.6318681318681318,0.0,-0.5769230769230769,0.5852941176470589,0.5558823529411765,0.3901098901098901,0.5823529411764706,0.611764705882353,0.0,0.35824175824175825,0.0,-0.5166666666666667,0.0,0.0,0.0,0.0,0.41818181818181815,0.7181818181818181,0.0,1.0,0.0,0.65,0.5516483516483517,0.1076923076923077,0.0,0.6411764705882353,0.5117647058823529,0.5852941176470589,0.5470588235294118,0.0,-0.10714285714285714,0.047058823529411764,-0.2529411764705882,0.2529411764705882,0.0
IFNB1,0.3654918916721412,0.11444169497843702,0.3269754687788909,0.2386232796851045,0.48717948717948717,0.0,0.0,0.1360056349160417,0.1254133944861515,0.3035631027914141,0.3770755514564291,0.16168892519848696,0.44486378247872715,0.09252291164222906,0.23643109652601613,0.19657803554489264,0.0,0.07629254752678791,0.13308529492033777,0.0,0.37951353263758686,0.06785645349321577,0.0,0.3330926563035353,0.08335934471178166,0.0,0.2643690386393095,0.1760521121997121,0.030456424970196464,0.0,0.14044524132886918,0.0,0.1295208029277475,0.4228787885060219,0.31876337575794966,0.035689797426882434,0.28536106003097167,0.31660084672974614,0.41476514351113164,0.0,1.0,-0.05209180166810309,0.2696216023410895,0.16485257102851705,0.103166304121215,0.17434093796660827,0.0,0.3198025996846323,0.15022734072876076,0.17272449449489138,0.1255419817495195,0.40673585693238906,0.10955511284009,-0.18705547652916074,0.022670025271558144
CXCL8,0.16415862090991856,-0.042055105535000595,-0.0009168115267080153,0.02714561467266581,0.43690312821241567,0.48956851588430533,0.08181818181818182,-0.08617611904593835,0.39700949311297246,0.08254591837193269,0.015925709760664843,0.2440660659555066,0.034380607927137014,0.15020253362120872,0.11228158861632793,-0.0035150808968672357,0.2,0.12064119838033495,0.1771021083981219,0.07058823529411765,0.37682416997448676,0.2558501381982961,-0.6703296703296703,0.03186981289287857,0.17355983784915022,0.554945054945055,0.06260979186999459,0.16400659790982425,0.20637214896850975,0.7318681318681318,-0.09923441154960565,-0.08333333333333333,0.12293784417092925,0.13789717079446603,-0.19646496672862077,-0.1603887229527597,0.1646223035805878,0.33784908977289757,-0.021337299441380853,0.65,-0.05209180166810309,1.0,0.13129300174735803,0.2511333828245353,0.7814005852123516,0.01541313410275676,0.711764705882353,0.24423290739231962,0.01001094661549463,0.0031029659332761665,-0.1134877662107051,0.0869720681896152,0.22288861177570876,0.09718037287646857,-0.4633580607859895
IL1B,0.41759794103698744,0.7107142857142857,0.3473516431470564,0.2708689623923775,0.8064755678562066,0.37043478260869567,0.7,0.1324988566803347,0.3266569670750788,0.26124591436782707,0.2802978714423838,0.2006071160989113,0.17781008206021964,0.33627412520421734,0.2730197706643621,0.00933286604312116,0.5,0.22611199407909777,0.3708143037930708,0.26593406593406593,0.2521533286983775,0.3022891314962224,-0.4405594405594406,0.21102968118415702,0.4794726341828651,0.509090909090909,0.15979306927395653,0.34428823916598156,0.2908456810279388,0.7902097902097902,0.5739515902626288,-0.38095238095238093,0.09686888564504305,0.44739441447204,0.008546730932463952,0.12671237535671037,0.407080675957937,0.39456486261901386,0.23125033741567594,0.5516483516483517,0.2696216023410895,0.13129300174735803,1.0,0.25475149149405873,0.24728142670726402,0.034354071094799425,0.7758241758241758,0.4692160457244931,0.07348535004815515,0.134950518927725,0.05282442748091603,0.377133971233995,0.23984375462493288,0.25320136994879666,0.45218963543415175
CXCL9,0.2681219410943302,0.20249125874125873,0.33057559848559254,0.12358876673846866,0.20521494009866104,0.0945054945054945,0.0,0.577121425222691,0.3968898870143252,0.26169438912419474,0.2533925252911286,0.3531749368222003,0.14996890648244626,0.27512843157307265,0.26359146614519446,0.13868976336420222,0.0,0.22308278390193365,0.12783898503876578,-0.05934065934065934,0.2708336868907543,0.26623413514221717,0.24545454545454545,0.2808352520557155,0.2760334058309128,-0.02097902097902098,0.20278818441326293,0.4199005537200066,-0.30115487463739554,0.22527472527472528,0.270843989769821,0.2857142857142857,0.19962400920578335,0.4902214068069587,0.10370964783604855,0.08897287830602166,0.31977370717805437,0.3383410078869046,0.1521191192477691,0.1076923076923077,0.16485257102851705,0.2511333828245353,0.25475149149405873,1.0,-0.15324172864618799,0.1348785460350863,-0.06373626373626373,0.3301930628119134,0.21169359293405177,0.2986260009270108,-0.3731160612495316,0.48250738254301767,0.2962970885784899,0.044144803721392234,0.21069107437022652
IL9,-0.1190120916908791,0.013138192230779163,-0.07016929934876671,0.006959017617339078,0.524987676501148,-0.13333333333333333,-0.6,-0.041292023131367483,-0.4433554957576805,0.3852013952191507,0.07818388870440546,-0.05545198921110278,0.06065955010404602,-0.12844213724883913,0.5117765262848536,-0.20950467081495167,1.0,0.03863908416875542,0.30347820372142,0.0,-0.21667727151934044,0.5129458489269075,0.0,-0.03545714872468252,-0.07520378814829211,0.0,-0.07866095786973798,-0.35895315538838424,0.35983381248521806,0.0,-0.03713179019902862,0.0,0.5305137740793555,-0.35359925083496785,-0.030968185587971465,-0.08153659277254782,0.2884098382359198,0.21433061775425427,-0.27505063143182407,0.0,0.103166304121215,0.7814005852123516,0.24728142670726402,-0.15324172864618799,1.0,-0.038576102905635214,0.0,-0.027972027972027972,-0.05594284062374933,-0.1228584543800761,0.07823873421547227,-0.27968893355502333,0.28698287725497473,-0.1102074836771193,-0.38573078945694816
CXCL5,0.1606109587949558,-0.05690683801267096,0.18131974271587276,0.2272892115715323,-0.16814658210007047,0.7823529411764706,0.0,-0.08503482804160589,0.14761304055767513,0.3193764632638687,0.2104582472917443,0.222113010528181,0.05534383859544898,0.09062276115613589,0.29374992207904405,0.16112964536692928,0.0,0.07616868880419794,0.00792543954457756,0.26176470588235295,0.12491235943607285,0.08125410569573113,-0.17582417582417584,0.14714389026841346,0.16494375140537432,0.4725274725274725,0.19519998986215267,0.16762598058248276,0.23470088235813788,0.5868131868131868,-0.034490947958768864,-0.38333333333333336,0.24924476430019954,0.1953846256038386,0.1610477962940975,0.0660446211673556,0.20798226760510125,0.05899046761143152,0.19730217707210088,0.6411764705882353,0.17434093796660827,0.01541313410275676,0.034354071094799425,0.1348785460350863,-0.038576102905635214,1.0,0.6911764705882353,0.14782668185734021,0.25474772837772675,0.22197194767396344,0.19305953281630478,0.12349334125942031,0.17208871964375128,0.14341444920745355,-0.03634385417122347
CCL1,-0.1888111888111888,0.0,-0.3362637362637363,0.5764705882352941,0.0,0.8411764705882353,0.0,0.002197802197802198,0.7794117647058824,0.0,0.0,0.6395604395604395,0.0,0.16363636363636364,0.7794117647058824,0.34065934065934067,0.0,0.48823529411764705,0.8411764705882353,0.5147058823529411,-0.3076923076923077,0.0,-0.32967032967032966,0.65,0.6558823529411765,0.6043956043956044,0.8117647058823529,0.7647058823529411,0.0,0.46813186813186813,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.6818181818181818,0.6727272727272727,0.0,0.5117647058823529,0.0,0.711764705882353,0.7758241758241758,-0.06373626373626373,0.0,0.6911764705882353,1.0,0.9058823529411765,0.8823529411764706,0.0,-0.225,-0.11176470588235295,0.2,0.4323529411764706,0.0
IL1A,0.5419652664646223,0.3,0.2932111615138219,0.29432386003567834,0.6,0.5095307917888563,0.5,-0.21981424148606812,0.3031385488559266,0.2924754278508009,0.295477237917339,0.2401004708842167,0.20723819609376928,0.23558258760806589,0.3023457604110623,0.11837916277964204,-0.5,0.19463188099077602,0.27411573651285565,0.25588235294117645,0.38094737078115554,0.28020653489337544,-0.554945054945055,0.20043118314650338,0.3234723813548183,0.5934065934065934,0.232643896537837,0.30903197184229847,-0.2,0.5604395604395604,0.5,-0.13333333333333333,0.19749317822399462,0.505266372296458,0.023061586814736884,0.1737523648820944,0.3724934255571188,0.3196694677182102,0.3583993096189967,0.5852941176470589,0.3198025996846323,0.24423290739231962,0.4692160457244931,0.3301930628119134,-0.027972027972027972,0.14782668185734021,0.9058823529411765,1.0,0.16724373042671492,0.12410375179368123,-0.08565531475748193,0.4745800508402253,0.2407796862611625,0.39891418847743293,0.4
CSF2,0.27833415202214756,0.1893814997263273,0.4404230318859327,0.40747201983626286,0.05056759545923633,0.458019131109375,0.3892857142857143,0.1424041075203866,0.18242221116975002,0.6049269875340682,0.570797480554241,0.3923124647354418,-0.03823362218330212,0.15941554612692263,0.5863104424542674,0.3239210652871585,0.2,0.10280106981466001,-0.19305538355987,0.3205882352941177,0.0820828421194372,0.039621265656219845,-0.5659340659340659,0.42024056740852217,0.18522700923521115,0.5659340659340659,0.5081697779296462,0.3650005818427618,0.0655334357675393,0.47692307692307695,0.2147783251231527,-0.13333333333333333,0.3632792739829922,0.12156653781460242,0.34587518904736797,0.3304102112662386,0.3395457031356511,-0.01518790145879529,0.3385725094504322,0.5470588235294118,0.15022734072876076,0.01001094661549463,0.07348535004815515,0.21169359293405177,-0.05594284062374933,0.25474772837772675,0.8823529411764706,0.16724373042671492,1.0,0.46150809159755285,-0.15298030393193818,0.24352326246069758,0.4560095231409277,0.19268704460636218,0.22172949675124812
HGF,0.13837552828031524,0.3768472906403941,0.4369803879720842,0.2701712704811235,0.11498340445708867,0.0,0.0,-0.061794943039733256,0.15282893399257946,0.40303853430185643,0.44888998578933254,0.3317153248279286,0.09479683516923362,0.2156184675908775,0.42512078765287453,0.18199729563660993,0.0,0.19701524038166796,-0.10026724462854265,0.0,0.056115533397946414,0.10888578247076747,0.0,0.4102124262661799,0.2178080455729871,0.0,0.3402000524272106,0.357209859566562,0.13040699953542517,0.0,0.21105862739649903,0.0,0.17962074480883705,0.18573198940191252,0.2834242882229159,0.18769002561121204,0.3580918281482496,0.06677224587990267,0.36052477952361983,0.0,0.17272449449489138,0.0031029659332761665,0.134950518927725,0.2986260009270108,-0.1228584543800761,0.22197194767396344,0.0,0.12410375179368123,0.46150809159755285,1.0,-0.1963340319017159,0.3325882229856753,0.30316385497088805,0.07377203916610445,-0.026675558560699943
IL23A,0.12556451631189222,-0.12578043905664105,-0.21573578109955469,-0.05910823993960519,0.15532408013039178,-0.3607142857142857,0.0,-0.12083126342501486,0.06334222601474751,0.5771127825032724,0.18678594478940455,-0.4175820325221032,-0.05822356539440587,-0.024076742075298262,0.3515549959177784,0.21403993257200382,0.0,-0.19558423327543806,0.1304246052684806,0.017857142857142856,-0.2118768083691731,-0.5585742402948418,0.40559440559440557,-0.09774313727231362,0.06024811518361276,0.3706293706293706,0.046976981752311,-0.050254212703163256,0.5531681163320145,-0.4725274725274725,-0.05224752976080025,-0.18333333333333332,-0.6006689957124569,0.09545052202050622,0.28696516349606743,0.4305303488606574,-0.03443564231925995,-0.06150965395001707,-0.37652604407117235,-0.10714285714285714,0.1255419817495195,-0.1134877662107051,0.05282442748091603,-0.3731160612495316,0.07823873421547227,0.19305953281630478,-0.225,-0.08565531475748193,-0.15298030393193818,-0.1963340319017159,1.0,-0.15201463864260584,-0.08794535081994642,0.0512206878655259,0.40384158878562243
